RayCasting.main,0.2389245332417233
java.io.PrintStream.println,0.7487856534639092
java.util.regex.Pattern$BmpCharPropertyGreedy.match,0.0
sun.nio.cs.UTF_8$Encoder.encodeLoop,0.6822973013585396
java.io.OutputStreamWriter.flushBuffer,6.56305953651907
java.lang.ref.Reference.waitForReferencePendingList,0.17013200947397827
RayCasting.contains,4.706491383335468
java.util.regex.Pattern$BmpCharProperty.match,4.4697423890872
java.util.Formatter.parse,0.737214650783749
java.util.Formatter$Conversion.isValid,0.0
java.io.FileOutputStream.writeBytes,567.3435884535379
java.util.regex.Pattern.matcher,0.0
java.lang.ref.ReferenceQueue.enqueue,0.0
java.io.PrintStream.write,3.046263854207536
sun.nio.cs.UTF_8$Encoder.encodeArrayLoop,33.46020769151127
java.util.regex.Matcher.reset,1.0605485068789382
java.util.Formatter$FormatSpecifier.<init>,0.0
java.io.PrintStream.newLine,0.4608514151970463
java.util.regex.Matcher.search,0.7005820371455659
java.util.Formatter$FormatSpecifier.printString,0.0
java.lang.ProcessHandleImpl.waitForProcessExit0,0.0556912292225117
java.lang.Thread.getStackTrace,268.1196504649595
